paper_id,doi,title,candidate_url,candidate_source_type,attempt_order,download_status,http_status,final_url,content_type,content_length,saved_pdf_path,pdf_validated,failure_reason,access_note,download_time
paper_0101,10.1016/j.apcatb.2010.10.026,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,https://www.sciencedirect.com/science/article/pii/j.apcatb.2010.10.026/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/j.apcatb.2010.10.026/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:19:50+08:00
paper_0101,10.1016/j.apcatb.2010.10.026,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,https://doi.org/10.1016/j.apcatb.2010.10.026,existing_manifest_url,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S092633731000473X,text/html;charset=UTF-8,2743,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:19:51+08:00
paper_0101,10.1016/j.apcatb.2010.10.026,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,https://linkinghub.elsevier.com/retrieve/pii/S092633731000473X,existing_manifest_url,4,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S092633731000473X,text/html;charset=UTF-8,2743,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:19:52+08:00
paper_0056,10.1016/j.cej.2005.06.004,Kinetic and modelling study of methane steam reforming over sulfide nickel catalyst on a gamma alumina support,https://www.sciencedirect.com/science/article/pii/S1385894705001981/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/S1385894705001981/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:19:54+08:00
paper_0056,10.1016/j.cej.2005.06.004,Kinetic and modelling study of methane steam reforming over sulfide nickel catalyst on a gamma alumina support,https://www.sciencedirect.com/science/article/pii/j.cej.2005.06.004/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/j.cej.2005.06.004/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:19:55+08:00
paper_0056,10.1016/j.cej.2005.06.004,Kinetic and modelling study of methane steam reforming over sulfide nickel catalyst on a gamma alumina support,https://doi.org/10.1016/j.cej.2005.06.004,doi_resolver_for_pdf_discovery,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S1385894705001981,text/html;charset=UTF-8,2724,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:19:56+08:00
paper_0037,10.1016/s1385-8947(00)00367-3,The kinetics of methane steam reforming over a Ni/α-Al2O catalyst,https://www.sciencedirect.com/science/article/pii/S1385894700003673/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/S1385894700003673/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:19:58+08:00
paper_0037,10.1016/s1385-8947(00)00367-3,The kinetics of methane steam reforming over a Ni/α-Al2O catalyst,https://www.sciencedirect.com/science/article/pii/s1385-8947(00)00367-3/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/s1385-8947(00)00367-3/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:19:59+08:00
paper_0037,10.1016/s1385-8947(00)00367-3,The kinetics of methane steam reforming over a Ni/α-Al2O catalyst,https://doi.org/10.1016/s1385-8947(00)00367-3,doi_resolver_for_pdf_discovery,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S1385894700003673,text/html;charset=UTF-8,2686,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:19:59+08:00
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,https://www.sciencedirect.com/science/article/pii/S0360319917324084/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/S0360319917324084/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:04+08:00
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2017.06.096/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2017.06.096/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:04+08:00
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,https://doi.org/10.1016/j.ijhydene.2017.06.096,existing_manifest_url,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319917324084,text/html;charset=UTF-8,2753,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:20:05+08:00
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,https://linkinghub.elsevier.com/retrieve/pii/S0360319917324084,existing_manifest_url,4,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319917324084,text/html;charset=UTF-8,2753,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:20:06+08:00
paper_0159,10.1016/j.ijhydene.2016.05.109,Effect of calcination temperature on stability and activity of Ni/MgAl2O4 catalyst for steam reforming of methane at high pressure condition,https://www.sciencedirect.com/science/article/pii/S0360319916315506/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/S0360319916315506/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:09+08:00
paper_0159,10.1016/j.ijhydene.2016.05.109,Effect of calcination temperature on stability and activity of Ni/MgAl2O4 catalyst for steam reforming of methane at high pressure condition,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2016.05.109/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2016.05.109/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:10+08:00
paper_0159,10.1016/j.ijhydene.2016.05.109,Effect of calcination temperature on stability and activity of Ni/MgAl2O4 catalyst for steam reforming of methane at high pressure condition,https://doi.org/10.1016/j.ijhydene.2016.05.109,existing_manifest_url,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319916315506,text/html;charset=UTF-8,2755,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:20:10+08:00
paper_0159,10.1016/j.ijhydene.2016.05.109,Effect of calcination temperature on stability and activity of Ni/MgAl2O4 catalyst for steam reforming of methane at high pressure condition,https://linkinghub.elsevier.com/retrieve/pii/S0360319916315506,existing_manifest_url,4,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319916315506,text/html;charset=UTF-8,2755,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:20:12+08:00
paper_0103,10.1016/j.ijhydene.2010.06.049,H2 production by low pressure methane steam reforming in a Pd–Ag membrane reactor over a Ni-based catalyst: Experimental and modeling,https://www.sciencedirect.com/science/article/pii/S0360319910012255/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/S0360319910012255/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:14+08:00
paper_0103,10.1016/j.ijhydene.2010.06.049,H2 production by low pressure methane steam reforming in a Pd–Ag membrane reactor over a Ni-based catalyst: Experimental and modeling,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2010.06.049/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2010.06.049/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:15+08:00
paper_0103,10.1016/j.ijhydene.2010.06.049,H2 production by low pressure methane steam reforming in a Pd–Ag membrane reactor over a Ni-based catalyst: Experimental and modeling,https://doi.org/10.1016/j.ijhydene.2010.06.049,doi_resolver_for_pdf_discovery,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319910012255,text/html;charset=UTF-8,2753,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:20:16+08:00
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,https://www.sciencedirect.com/science/article/pii/S0360319919318427/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/S0360319919318427/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:19+08:00
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2019.04.287/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2019.04.287/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:20+08:00
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,https://doi.org/10.1016/j.ijhydene.2019.04.287,existing_manifest_url,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319919318427,text/html;charset=UTF-8,2746,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:20:21+08:00
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,https://linkinghub.elsevier.com/retrieve/pii/S0360319919318427,existing_manifest_url,4,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319919318427,text/html;charset=UTF-8,2746,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:20:22+08:00
paper_0150,10.1016/j.ijhydene.2015.06.104,Hydrogen production by steam reforming of methane over mixed Ni/MgAl + CrFe 3 O 4 catalysts,https://www.sciencedirect.com/science/article/pii/S036031991501589X/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/S036031991501589X/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:24+08:00
paper_0150,10.1016/j.ijhydene.2015.06.104,Hydrogen production by steam reforming of methane over mixed Ni/MgAl + CrFe 3 O 4 catalysts,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2015.06.104/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2015.06.104/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:25+08:00
paper_0150,10.1016/j.ijhydene.2015.06.104,Hydrogen production by steam reforming of methane over mixed Ni/MgAl + CrFe 3 O 4 catalysts,https://doi.org/10.1016/j.ijhydene.2015.06.104,existing_manifest_url,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S036031991501589X,text/html;charset=UTF-8,2713,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:20:26+08:00
paper_0150,10.1016/j.ijhydene.2015.06.104,Hydrogen production by steam reforming of methane over mixed Ni/MgAl + CrFe 3 O 4 catalysts,https://linkinghub.elsevier.com/retrieve/pii/S036031991501589X,existing_manifest_url,4,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S036031991501589X,text/html;charset=UTF-8,2713,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:20:27+08:00
paper_0161,10.1016/j.ijhydene.2016.07.245,Kinetic assessment of Ni-based catalysts in low-temperature methane/biogas steam reforming,https://www.sciencedirect.com/science/article/pii/S0360319916305626/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/S0360319916305626/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:29+08:00
paper_0161,10.1016/j.ijhydene.2016.07.245,Kinetic assessment of Ni-based catalysts in low-temperature methane/biogas steam reforming,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2016.07.245/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2016.07.245/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:30+08:00
paper_0161,10.1016/j.ijhydene.2016.07.245,Kinetic assessment of Ni-based catalysts in low-temperature methane/biogas steam reforming,https://doi.org/10.1016/j.ijhydene.2016.07.245,doi_resolver_for_pdf_discovery,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319916305626,text/html;charset=UTF-8,2705,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:20:31+08:00
paper_0208,10.1016/j.ijhydene.2023.09.167,Steam reforming of methane over nickel-aluminum spinel-derived catalyst,https://www.sciencedirect.com/science/article/pii/S0360319923047869/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/S0360319923047869/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:33+08:00
paper_0208,10.1016/j.ijhydene.2023.09.167,Steam reforming of methane over nickel-aluminum spinel-derived catalyst,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2023.09.167/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/j.ijhydene.2023.09.167/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:34+08:00
paper_0208,10.1016/j.ijhydene.2023.09.167,Steam reforming of methane over nickel-aluminum spinel-derived catalyst,https://doi.org/10.1016/j.ijhydene.2023.09.167,doi_resolver_for_pdf_discovery,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319923047869,text/html;charset=UTF-8,2685,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:20:34+08:00
paper_0031,10.1016/s0360-3199(99)00011-7,Stoichiometric consideration of steam reforming of methane on Ni/Al2O3 catalyst at 650°C by using a solar furnace simulator,https://www.sciencedirect.com/science/article/pii/S0360319999000117/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/S0360319999000117/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:37+08:00
paper_0031,10.1016/s0360-3199(99)00011-7,Stoichiometric consideration of steam reforming of methane on Ni/Al2O3 catalyst at 650°C by using a solar furnace simulator,https://www.sciencedirect.com/science/article/pii/s0360-3199(99)00011-7/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/s0360-3199(99)00011-7/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:38+08:00
paper_0031,10.1016/s0360-3199(99)00011-7,Stoichiometric consideration of steam reforming of methane on Ni/Al2O3 catalyst at 650°C by using a solar furnace simulator,https://doi.org/10.1016/s0360-3199(99)00011-7,doi_resolver_for_pdf_discovery,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319999000117,text/html;charset=UTF-8,2742,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:20:39+08:00
paper_0060,10.1016/j.jpowsour.2005.09.019,Steam reforming of methane over unsupported nickel catalysts,https://www.sciencedirect.com/science/article/pii/S0378775305013388/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/S0378775305013388/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:42+08:00
paper_0060,10.1016/j.jpowsour.2005.09.019,Steam reforming of methane over unsupported nickel catalysts,https://www.sciencedirect.com/science/article/pii/j.jpowsour.2005.09.019/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/j.jpowsour.2005.09.019/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:43+08:00
paper_0060,10.1016/j.jpowsour.2005.09.019,Steam reforming of methane over unsupported nickel catalysts,https://doi.org/10.1016/j.jpowsour.2005.09.019,doi_resolver_for_pdf_discovery,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S0378775305013388,text/html;charset=UTF-8,2674,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:20:43+08:00
paper_0157,10.1016/j.fuel.2016.03.104,Characterization and performance evaluation of Ni-based catalysts with Ce promoter for methane and hydrocarbons steam reforming process,https://www.sciencedirect.com/science/article/pii/S0016236116301533/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/S0016236116301533/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:46+08:00
paper_0157,10.1016/j.fuel.2016.03.104,Characterization and performance evaluation of Ni-based catalysts with Ce promoter for methane and hydrocarbons steam reforming process,https://www.sciencedirect.com/science/article/pii/j.fuel.2016.03.104/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/j.fuel.2016.03.104/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:47+08:00
paper_0157,10.1016/j.fuel.2016.03.104,Characterization and performance evaluation of Ni-based catalysts with Ce promoter for methane and hydrocarbons steam reforming process,https://doi.org/10.1016/j.fuel.2016.03.104,existing_manifest_url,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S0016236116301533,text/html;charset=UTF-8,2749,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:20:48+08:00
paper_0157,10.1016/j.fuel.2016.03.104,Characterization and performance evaluation of Ni-based catalysts with Ce promoter for methane and hydrocarbons steam reforming process,https://linkinghub.elsevier.com/retrieve/pii/S0016236116301533,existing_manifest_url,4,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S0016236116301533,text/html;charset=UTF-8,2749,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:20:49+08:00
paper_0070,10.1016/j.apsusc.2006.09.054,Theoretical and experimental study of methane steam reforming reactions over nickel catalyst,https://www.sciencedirect.com/science/article/pii/S0169433206012761/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/S0169433206012761/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:51+08:00
paper_0070,10.1016/j.apsusc.2006.09.054,Theoretical and experimental study of methane steam reforming reactions over nickel catalyst,https://www.sciencedirect.com/science/article/pii/j.apsusc.2006.09.054/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/j.apsusc.2006.09.054/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:52+08:00
